iter	Logloss
0	0.4913655376
1	0.3525136955
2	0.2526122467
3	0.1774025539
4	0.1258044229
5	0.09012128062
6	0.06688672268
7	0.04867622949
8	0.03702004907
9	0.02764861979
10	0.02075461335
11	0.01613354341
12	0.01300014404
13	0.01050675892
14	0.00838762431
15	0.00666179839
16	0.005445531661
17	0.004519919395
18	0.003801060898
19	0.003161431429
20	0.002775926093
21	0.002414235636
22	0.00209089359
23	0.001850048857
24	0.001661437683
25	0.001487108243
26	0.001332052246
27	0.001186483971
28	0.001077571463
29	0.0009808134224
30	0.0009144780087
31	0.0008529959752
32	0.0007923913121
33	0.0007447833854
34	0.0006969470463
35	0.000660763948
36	0.00059594243
37	0.0005603713327
38	0.000532927199
39	0.0005060881513
40	0.0004651873909
41	0.0004461454279
42	0.000419563734
43	0.0004018178006
44	0.0003778000165
45	0.0003679341689
46	0.0003549516439
47	0.0003443721332
48	0.000329024422
49	0.0003184179567
50	0.0003100781564
51	0.0003019171804
52	0.0002912770306
53	0.0002842603359
54	0.0002785835036
55	0.0002704733992
56	0.0002634779919
57	0.0002577363298
58	0.0002526112284
59	0.0002474725083
60	0.0002435588942
61	0.0002381372777
62	0.0002347948507
63	0.0002302403558
64	0.0002262143859
65	0.0002231448205
66	0.0002200800022
67	0.000216392476
68	0.0002142941664
69	0.0002123933289
70	0.0002085365986
71	0.0002060807619
72	0.0002037606632
73	0.0002019475532
74	0.0001964082658
75	0.000193603681
76	0.0001901686785
77	0.000187845822
78	0.0001851237681
79	0.0001822180363
80	0.0001810098616
81	0.0001780868247
82	0.0001734159785
83	0.0001732000166
84	0.0001716945836
85	0.0001701196236
86	0.000166813286
87	0.0001652679232
88	0.0001639710664
89	0.000162918302
90	0.0001603865409
91	0.0001561242304
92	0.0001552338375
93	0.0001511559343
94	0.0001471198059
95	0.0001462015134
96	0.0001434013808
97	0.0001399815657
98	0.0001380369057
99	0.000137244217
100	0.0001363252351
101	0.000132857849
102	0.0001319928515
103	0.0001302727109
104	0.0001269767521
105	0.0001233888756
106	0.0001203284084
107	0.0001193569396
108	0.0001162172196
109	0.000114717474
110	0.0001116460366
111	0.0001103041296
112	0.0001090251035
113	0.0001084616649
114	0.0001079377654
115	0.0001055462977
116	0.0001030029162
117	0.000101291715
118	9.881809716e-05
119	9.742973053e-05
120	9.699321232e-05
121	9.505240827e-05
122	9.242598815e-05
123	9.126032468e-05
124	9.006622308e-05
125	8.774168724e-05
126	8.719365702e-05
127	8.525070749e-05
128	8.298723907e-05
129	8.296157227e-05
130	8.262867052e-05
131	8.231590368e-05
132	8.137042017e-05
133	8.107988732e-05
134	7.97513677e-05
135	7.913636393e-05
136	7.750387196e-05
137	7.711648687e-05
138	7.650130879e-05
139	7.542099576e-05
140	7.438309987e-05
141	7.416080811e-05
142	7.370809196e-05
143	7.253207932e-05
144	7.173691304e-05
145	7.153089991e-05
146	6.974518111e-05
147	6.887779243e-05
148	6.813713222e-05
149	6.779893178e-05
150	6.761452486e-05
151	6.753566211e-05
152	6.736259768e-05
153	6.719496281e-05
154	6.703519526e-05
155	6.580954468e-05
156	6.417066316e-05
157	6.402487663e-05
158	6.393969091e-05
159	6.244908918e-05
160	6.233253087e-05
161	6.180482887e-05
162	6.03720483e-05
163	5.969142385e-05
164	5.943364088e-05
165	5.817386557e-05
166	5.76468832e-05
167	5.739068919e-05
168	5.651726008e-05
169	5.532429346e-05
170	5.507736741e-05
171	5.467929715e-05
172	5.358810034e-05
173	5.301250127e-05
174	5.194995666e-05
175	5.170805064e-05
176	5.120076742e-05
177	5.021149947e-05
178	4.973248061e-05
179	4.932791984e-05
180	4.892460604e-05
181	4.802282405e-05
182	4.790973443e-05
183	4.78216347e-05
184	4.760125616e-05
185	4.738559453e-05
186	4.698576682e-05
187	4.663237685e-05
188	4.577989634e-05
189	4.557622765e-05
190	4.548380565e-05
191	4.538695837e-05
192	4.500998849e-05
193	4.422414778e-05
194	4.412697998e-05
195	4.37212763e-05
196	4.324068602e-05
197	4.30510025e-05
198	4.270765542e-05
199	4.204338351e-05
200	4.18952729e-05
201	4.181445215e-05
202	4.163411841e-05
203	4.126236599e-05
204	4.109198854e-05
205	4.078150597e-05
206	4.046123282e-05
207	4.015599192e-05
208	3.966531577e-05
209	3.951161819e-05
210	3.912647925e-05
211	3.874561937e-05
212	3.860981804e-05
213	3.849550011e-05
214	3.821790982e-05
215	3.797682784e-05
216	3.78991941e-05
217	3.765968637e-05
218	3.748900397e-05
219	3.692775872e-05
220	3.641120086e-05
221	3.620583417e-05
222	3.613138494e-05
223	3.590682021e-05
224	3.569089722e-05
225	3.560742752e-05
226	3.552667934e-05
227	3.53838888e-05
228	3.530678894e-05
229	3.510092587e-05
230	3.48643748e-05
231	3.47891683e-05
232	3.454313423e-05
233	3.41656379e-05
234	3.375782466e-05
235	3.338677838e-05
236	3.3264125e-05
237	3.314713129e-05
238	3.307384524e-05
239	3.300471754e-05
240	3.293813562e-05
241	3.288825694e-05
242	3.264674333e-05
243	3.253983524e-05
244	3.24193765e-05
245	3.230204444e-05
246	3.218048357e-05
247	3.206766374e-05
248	3.195460386e-05
