iter	RMSE
334	0.6849283279
335	0.6849195808
336	0.684888755
337	0.6848709396
338	0.6848444817
339	0.6848338395
340	0.6848250515
341	0.6848015263
342	0.6847829404
343	0.6847660258
344	0.6847448277
345	0.6847137857
346	0.6847032951
347	0.6846936859
348	0.6846790302
349	0.6846604662
350	0.6846203007
351	0.684603018
352	0.6845855999
353	0.6845624635
354	0.6845501036
355	0.6845304351
356	0.6845175295
357	0.6845023645
358	0.6844803577
359	0.6844717504
360	0.6844618726
361	0.6844502037
362	0.6844140779
363	0.6843946239
364	0.6843887362
365	0.684342053
366	0.6843159846
367	0.6842995292
368	0.6842908795
369	0.6842752837
370	0.6842539517
371	0.6842439832
372	0.6842223715
373	0.6842135048
374	0.6841987105
375	0.6841875885
376	0.6841545161
377	0.6841464489
378	0.6841333741
379	0.6841088778
380	0.6840744052
381	0.6840408446
382	0.6840295055
383	0.6840011826
384	0.6839879266
385	0.6839506582
386	0.6839334415
387	0.6839254323
388	0.6838904384
389	0.6838646025
390	0.6838511122
391	0.6838387504
392	0.6838201507
393	0.6838060212
394	0.683793618
395	0.6837627639
396	0.6837444299
397	0.6837276061
398	0.6836991453
399	0.6836802569
400	0.6836705968
401	0.6836478658
402	0.683633856
403	0.6836052694
404	0.6835881278
405	0.6835666681
406	0.6835458588
407	0.6835281152
408	0.6835099257
409	0.6834952294
410	0.6834712749
411	0.683454532
412	0.6834375725
413	0.6834111717
414	0.6834026316
415	0.6833917592
416	0.6833763518
417	0.6833596441
418	0.6833549714
419	0.6833269178
420	0.6833096223
421	0.6832828727
422	0.6832693824
423	0.6832644575
424	0.68324957
425	0.6832264937
426	0.6832047153
427	0.6831842719
428	0.6831707021
429	0.6831478133
430	0.6831267896
431	0.683101953
432	0.683082526
433	0.6830583748
434	0.6830381354
435	0.6830199842
436	0.6829969652
437	0.6829828959
438	0.6829723122
439	0.6829624528
440	0.6829488581
441	0.6829250113
442	0.6829164114
443	0.6829018919
444	0.6828761515
445	0.6828592739
446	0.682845728
447	0.6828324753
448	0.6828090314
449	0.6827938433
450	0.682778201
451	0.6827551926
452	0.6827357576
453	0.6826998953
454	0.6826831665
455	0.6826710749
456	0.6826636775
457	0.6826512923
458	0.6826365968
459	0.6826212659
460	0.6826113026
461	0.6825941386
462	0.6825825802
463	0.6825720938
464	0.6825589585
465	0.6825504086
466	0.6825432843
467	0.682527054
468	0.6825190895
469	0.6825082007
470	0.682495678
471	0.6824839313
472	0.682473162
473	0.6824602242
474	0.6824583806
475	0.6824314689
476	0.6824270494
477	0.682417189
478	0.6823930346
479	0.6823649805
480	0.6823570702
481	0.6823383169
482	0.6823226776
483	0.6823102519
484	0.6822949322
485	0.6822739788
486	0.6822609256
487	0.6822454353
488	0.6822310541
489	0.6822193259
490	0.6822025905
491	0.6821888093
492	0.6821800689
493	0.6821717897
494	0.6821506088
495	0.6821410406
496	0.6821193652
497	0.6821127287
498	0.6821059197
499	0.6820907217
500	0.6820737352
501	0.6820590789
502	0.6820512114
503	0.6820345717
504	0.6820103218
505	0.6819908284
506	0.6819726461
507	0.6819578935
508	0.6819427047
509	0.6819344348
510	0.6819147124
511	0.6819081514
512	0.6818825037
513	0.6818686093
514	0.6818513408
515	0.6818285313
516	0.6818146739
517	0.6817963639
518	0.6817758144
519	0.6817642939
520	0.6817534822
521	0.6817286774
522	0.6817183369
523	0.681701195
524	0.681686191
525	0.6816727406
526	0.6816418738
527	0.681613901
528	0.6815957056
529	0.6815810306
530	0.6815565113
531	0.6815443669
532	0.6815389517
533	0.6815341977
534	0.6815223723
535	0.6815055777
536	0.6814914157
537	0.6814795073
538	0.6814676027
539	0.6814562291
540	0.6814373715
541	0.6814227545
542	0.6814150818
543	0.6814036287
544	0.6813883625
545	0.6813815782
546	0.6813568346
547	0.6813435825
548	0.6813334517
549	0.6813119086
550	0.6812923111
551	0.6812801489
552	0.6812743466
553	0.6812520741
554	0.6812470046
555	0.6812280398
556	0.6812105803
557	0.6811931627
558	0.6811815138
559	0.6811748652
560	0.6811662382
561	0.6811628573
562	0.6811436168
563	0.6811239535
564	0.6811160416
565	0.681102295
566	0.6810875686
567	0.6810849392
568	0.6810691067
569	0.6810580284
570	0.681047308
571	0.681042062
572	0.6810309633
573	0.6810247243
574	0.6809909669
575	0.6809747272
576	0.680961138
577	0.6809521687
578	0.680934417
579	0.6809090019
580	0.6808934324
581	0.6808850542
582	0.6808651206
583	0.680845991
584	0.6808311261
585	0.680818005
586	0.6808027156
587	0.6807736042
588	0.6807552196
589	0.6807391679
590	0.6807290841
591	0.6807211722
592	0.6807103492
593	0.680701329
594	0.6806961485
595	0.6806780742
596	0.6806634044
597	0.6806539088
598	0.6806413215
599	0.6806281605
600	0.6806155036
601	0.6806062845
602	0.6805907431
603	0.6805771924
604	0.6805626847
605	0.6805487402
606	0.6805340591
607	0.6805213098
608	0.6804974539
609	0.6804843349
610	0.6804609607
611	0.6804466441
612	0.680420696
613	0.6804176927
614	0.6803951399
615	0.6803825142
616	0.6803624556
617	0.6803410093
618	0.6803229116
619	0.6803175777
620	0.6803058319
621	0.6802910376
622	0.6802797948
623	0.6802765275
624	0.6802620456
625	0.6802503385
626	0.6802315124
627	0.6802173233
628	0.6802002099
629	0.6801938716
630	0.680174579
631	0.6801478754
632	0.6801328691
633	0.6801061015
634	0.6800953484
635	0.6800824774
636	0.680065461
637	0.6800446521
638	0.6800206953
639	0.6800092712
640	0.6800042409
641	0.6799919184
642	0.679980426
643	0.6799652387
644	0.6799475217
645	0.679936102
646	0.6799229762
647	0.6799114951
648	0.6798781292
649	0.6798657185
650	0.6798557699
651	0.6798488962
652	0.6798350965
653	0.6798244058
654	0.679801284
655	0.6797950652
656	0.6797686872
657	0.6797608614
658	0.6797477941
659	0.6797360487
660	0.6797073942
661	0.6796872366
662	0.6796823167
663	0.6796766894
664	0.6796592506
665	0.6796313452
666	0.6796254631
667	0.6796066711
668	0.6795887431
669	0.679579184
670	0.6795664556
671	0.6795545512
672	0.6795488754
673	0.6795347641
674	0.6795159684
675	0.6794973045
676	0.6794910877
677	0.6794805274
678	0.6794679861
679	0.6794557554
680	0.6794405157
681	0.6794170347
682	0.6794087612
683	0.6793963732
684	0.6793862382
685	0.6793626784
686	0.6793536109
687	0.6793453299
688	0.6793392666
689	0.6793274326
690	0.6793096153
691	0.6793039007
692	0.6792903392
693	0.6792808114
694	0.6792726706
695	0.6792574082
696	0.6792477853
697	0.679242494
698	0.679228157
699	0.6792191932
700	0.6792096116
701	0.6791976978
702	0.6791868164
703	0.6791706181
704	0.6791542773
705	0.6791406253
706	0.6791226149
707	0.6791037578
708	0.6790965546
709	0.6790876784
710	0.6790705456
711	0.6790693821
712	0.679063116
713	0.6790548085
714	0.6790413188
715	0.6790247272
716	0.6790128416
717	0.6790015843
718	0.6789899685
719	0.6789810057
720	0.6789711795
721	0.6789620693
722	0.6789450628
723	0.6789318407
724	0.6789206906
725	0.6789085861
726	0.6789008352
727	0.6788946149
728	0.6788823798
729	0.6788696054
730	0.6788565287
731	0.6788447051
732	0.6788288778
733	0.6788195167
734	0.6788142953
735	0.6788036055
736	0.6787906875
737	0.6787820812
738	0.6787705558
739	0.6787556973
740	0.678746544
741	0.6787321059
742	0.6787146391
743	0.678707041
744	0.6786983947
745	0.6786924312
746	0.6786752565
747	0.6786704986
748	0.6786495717
749	0.6786381788
750	0.6786249097
751	0.6786153186
752	0.6786008318
753	0.6785808721
754	0.6785698161
755	0.6785613446
756	0.6785533323
757	0.6785473173
758	0.6785385157
759	0.6785222919
760	0.678515431
761	0.6785087506
762	0.6784957886
763	0.6784895415
764	0.678479855
765	0.6784722824
766	0.6784588434
767	0.6784385858
768	0.6784256084
769	0.6784241908
770	0.6784068693
771	0.6783960266
772	0.6783855276
773	0.6783808235
774	0.6783716863
775	0.6783566645
776	0.6783372367
777	0.6783305209
778	0.678316585
779	0.6783034688
780	0.6782891068
781	0.6782771997
782	0.6782731695
783	0.6782612022
784	0.6782453047
785	0.678240569
786	0.6782339411
787	0.6782210235
788	0.6782186641
789	0.6782115414
790	0.67820521
791	0.6781923001
792	0.6781781422
793	0.6781673456
794	0.6781546883
795	0.6781449354
796	0.6781370396
797	0.678126431
798	0.6781159937
799	0.6781037247
800	0.6780986688
801	0.6780859184
802	0.6780717459
803	0.6780596899
804	0.6780362175
805	0.6780242082
806	0.6780098813
807	0.6780044883
808	0.6779975741
809	0.677987378
810	0.6779674801
811	0.6779566141
812	0.677945063
813	0.6779377141
814	0.6779225056
815	0.6779141279
816	0.6779095414
817	0.677902411
818	0.6778919303
819	0.6778844008
820	0.6778717834
821	0.6778644513
822	0.6778480451
823	0.6778409465
824	0.6778233392
825	0.6778184909
826	0.6778103324
827	0.6777912064
828	0.6777655355
829	0.6777509618
830	0.6777356233
831	0.677725584
832	0.6777218045
833	0.6777087767
834	0.6776998411
835	0.6776924809
836	0.6776768123
837	0.677657817
838	0.677652414
839	0.6776429707
840	0.6776333395
841	0.6776184368
842	0.6776039448
843	0.6775936921
844	0.6775904406
845	0.6775804909
846	0.6775733759
847	0.6775588773
848	0.6775506825
849	0.6775400269
850	0.6775313362
851	0.6775152139
852	0.6775101588
853	0.6774994166
854	0.677490041
855	0.6774847405
856	0.6774744819
857	0.6774636927
858	0.67745216
859	0.6774304234
860	0.677414205
861	0.6774070506
862	0.6773979988
863	0.6773927734
864	0.677381983
865	0.6773675491
866	0.6773542852
867	0.6773305264
868	0.6773203192
869	0.6773135131
870	0.677293551
871	0.6772870117
872	0.6772738764
873	0.6772629838
874	0.6772479682
875	0.677237636
876	0.6772291404
877	0.6772237024
878	0.6772173528
879	0.677208603
880	0.6772001884
881	0.677177103
882	0.6771690108
883	0.6771601574
884	0.6771409136
885	0.6771323089
886	0.6771246947
887	0.6771202474
888	0.6771047433
889	0.6770971237
890	0.6770887021
891	0.677062002
892	0.6770496529
893	0.677032142
894	0.6770222705
895	0.6770161769
896	0.6770020628
897	0.6769872929
898	0.6769682032
899	0.6769561698
900	0.6769405482
901	0.6769327654
902	0.6769211669
903	0.6769145345
904	0.6769040242
905	0.676893036
906	0.6768866121
907	0.6768773163
908	0.676869537
909	0.6768654719
910	0.676848314
911	0.6768361776
912	0.6768316883
913	0.6768230667
914	0.6768155676
915	0.6767955064
916	0.6767826457
917	0.676766858
918	0.67675305
919	0.67674496
920	0.6767391983
921	0.6767354998
922	0.6767312496
923	0.6767114127
924	0.676703943
925	0.676695569
926	0.6766894346
927	0.6766789208
928	0.6766704108
929	0.6766634374
930	0.6766552513
931	0.6766449422
932	0.6766188218
933	0.6766103128
934	0.6765952367
935	0.6765858616
936	0.6765798744
937	0.6765766872
938	0.6765626375
939	0.6765506037
940	0.6765364671
941	0.6765292857
942	0.6765172839
943	0.676508898
944	0.6764810808
945	0.6764694286
946	0.676459313
947	0.6764342571
948	0.6764217168
949	0.676418061
950	0.6764023055
951	0.6763982006
952	0.6763819547
953	0.6763745356
954	0.6763573245
955	0.6763460718
956	0.6763390687
957	0.6763309833
958	0.676313088
959	0.676299873
960	0.6762969002
961	0.6762911111
962	0.6762757867
963	0.6762634401
964	0.6762533448
965	0.6762453499
966	0.6762385977
967	0.6762189293
968	0.6762149526
969	0.6762131459
970	0.6762077406
971	0.6761988394
972	0.6761791183
973	0.6761644118
974	0.6761484188
975	0.676137703
976	0.6761306661
977	0.6761204232
978	0.6761097564
979	0.6761012594
980	0.6760916026
981	0.6760841205
982	0.6760795258
983	0.6760736349
984	0.6760646763
985	0.6760602069
986	0.6760509743
987	0.6760451922
988	0.676028797
989	0.6760246987
990	0.6760166763
991	0.6760115668
992	0.6760010861
993	0.6759854184
994	0.6759770375
995	0.6759676582
996	0.6759579866
997	0.6759506598
998	0.6759337194
999	0.6759258673
