iter	Passed	Remaining
412	3185	4527
413	3196	4524
414	3204	4516
415	3212	4510
416	3220	4503
417	3231	4499
418	3239	4492
419	3250	4488
420	3258	4480
421	3266	4473
422	3275	4467
423	3287	4465
424	3295	4459
425	3304	4452
426	3314	4447
427	3321	4438
428	3327	4428
429	3333	4418
430	3339	4408
431	3348	4402
432	3355	4393
433	3364	4388
434	3372	4380
435	3379	4372
436	3386	4363
437	3393	4353
438	3398	4343
439	3404	4333
440	3410	4323
441	3417	4314
442	3423	4304
443	3429	4294
444	3436	4286
445	3444	4278
446	3451	4269
447	3457	4260
448	3464	4251
449	3471	4242
450	3479	4235
451	3486	4226
452	3492	4217
453	3499	4208
454	3507	4200
455	3513	4191
456	3519	4181
457	3525	4171
458	3531	4162
459	3538	4153
460	3545	4144
461	3553	4138
462	3559	4128
463	3567	4121
464	3576	4115
465	3584	4107
466	3593	4100
467	3599	4092
468	3609	4086
469	3616	4078
470	3623	4069
471	3629	4059
472	3635	4051
473	3642	4041
474	3648	4032
475	3655	4024
476	3661	4014
477	3669	4007
478	3675	3998
479	3683	3990
480	3690	3981
481	3699	3975
482	3710	3971
483	3719	3965
484	3726	3956
485	3737	3953
486	3744	3944
487	3753	3937
488	3759	3928
489	3768	3922
490	3774	3913
491	3785	3909
492	3793	3900
493	3802	3894
494	3808	3885
495	3817	3878
496	3823	3869
497	3830	3861
498	3838	3853
499	3846	3846
500	3854	3839
501	3866	3835
502	3872	3826
503	3879	3817
504	3885	3808
505	3891	3799
506	3898	3791
507	3905	3782
508	3914	3775
509	3920	3767
510	3930	3761
511	3936	3752
512	3944	3744
513	3950	3735
514	3956	3726
515	3963	3717
516	3970	3708
517	3977	3700
518	3985	3693
519	3992	3685
520	4000	3678
521	4007	3669
522	4012	3659
523	4018	3650
524	4024	3641
525	4031	3633
526	4037	3624
527	4044	3615
528	4050	3605
529	4056	3596
530	4062	3588
531	4070	3580
532	4076	3572
533	4082	3562
534	4090	3555
535	4099	3548
536	4110	3544
537	4120	3538
538	4131	3533
539	4140	3527
540	4148	3519
541	4158	3514
542	4167	3507
543	4178	3502
544	4196	3503
545	4214	3504
546	4226	3500
547	4242	3499
548	4259	3499
549	4276	3498
550	4293	3498
551	4303	3492
552	4315	3487
553	4328	3484
554	4337	3477
555	4348	3472
556	4360	3468
557	4380	3469
558	4392	3465
559	4399	3457
560	4407	3449
561	4415	3441
562	4427	3436
563	4434	3428
564	4440	3419
565	4447	3409
566	4453	3400
567	4458	3391
568	4464	3382
569	4470	3372
570	4476	3363
571	4483	3354
572	4489	3345
573	4495	3336
574	4502	3327
575	4508	3318
576	4514	3309
577	4521	3301
578	4528	3292
579	4534	3283
580	4540	3274
581	4546	3265
582	4554	3257
583	4560	3248
584	4568	3240
585	4574	3231
586	4582	3224
587	4591	3217
588	4599	3209
589	4605	3200
590	4612	3191
591	4619	3183
592	4626	3175
593	4635	3168
594	4640	3158
595	4647	3150
596	4653	3141
597	4659	3132
598	4665	3123
599	4671	3114
600	4677	3105
601	4684	3097
602	4690	3088
603	4696	3079
604	4702	3070
605	4708	3061
606	4715	3053
607	4722	3044
608	4728	3035
609	4737	3028
610	4744	3020
611	4751	3012
612	4758	3003
613	4763	2994
614	4769	2985
615	4775	2977
616	4783	2969
617	4792	2962
618	4800	2955
619	4806	2946
620	4814	2938
621	4820	2929
622	4826	2920
623	4831	2911
624	4837	2902
625	4844	2894
626	4851	2886
627	4858	2877
628	4863	2868
629	4869	2859
630	4876	2851
631	4883	2843
632	4889	2834
633	4895	2825
634	4900	2817
635	4907	2808
636	4913	2799
637	4919	2791
638	4925	2782
639	4931	2774
640	4937	2765
641	4944	2757
642	4950	2748
643	4956	2740
644	4962	2731
645	4969	2723
646	4976	2715
647	4986	2708
648	4995	2701
649	5002	2693
650	5010	2686
651	5016	2677
652	5022	2668
653	5028	2660
654	5034	2651
655	5040	2643
656	5052	2637
657	5058	2628
658	5063	2620
659	5071	2612
660	5077	2604
661	5084	2595
662	5089	2586
663	5094	2577
664	5102	2570
665	5109	2562
666	5115	2554
667	5121	2545
668	5127	2536
669	5134	2528
670	5143	2521
671	5152	2514
672	5158	2506
673	5163	2497
674	5170	2489
675	5176	2480
676	5182	2472
677	5189	2464
678	5197	2457
679	5206	2450
680	5221	2445
681	5230	2438
682	5240	2432
683	5249	2425
684	5258	2418
685	5267	2411
686	5275	2403
687	5283	2396
688	5290	2388
689	5302	2382
690	5309	2374
691	5318	2367
692	5326	2359
693	5334	2351
694	5340	2343
695	5348	2336
696	5356	2328
697	5364	2321
698	5372	2313
699	5379	2305
700	5388	2298
701	5401	2292
702	5409	2285
703	5417	2277
704	5424	2270
705	5432	2262
706	5440	2254
707	5447	2246
708	5454	2238
709	5462	2231
710	5470	2223
711	5476	2215
712	5484	2207
713	5491	2199
714	5500	2192
715	5508	2184
716	5516	2177
717	5523	2169
718	5532	2162
719	5540	2154
720	5547	2146
721	5554	2138
722	5562	2131
723	5570	2123
724	5577	2115
725	5585	2107
726	5595	2101
727	5603	2093
728	5612	2086
729	5620	2078
730	5629	2071
731	5637	2064
732	5645	2056
733	5652	2048
734	5663	2041
735	5673	2035
736	5681	2027
737	5689	2019
738	5696	2011
739	5704	2004
740	5714	1997
741	5722	1989
742	5729	1981
743	5737	1974
744	5744	1966
745	5752	1958
746	5762	1951
747	5769	1943
748	5777	1935
749	5785	1928
750	5797	1922
751	5808	1915
752	5816	1907
753	5824	1900
754	5831	1892
755	5839	1884
756	5846	1876
757	5853	1868
758	5860	1860
759	5868	1853
760	5876	1845
761	5884	1838
762	5893	1830
763	5900	1822
764	5908	1814
765	5915	1806
766	5926	1800
767	5935	1793
768	5943	1785
769	5949	1777
770	5955	1769
771	5961	1760
772	5967	1752
773	5973	1744
774	5979	1735
775	5985	1727
776	5994	1720
777	6001	1712
778	6009	1704
779	6017	1697
780	6024	1689
781	6032	1681
782	6037	1673
783	6043	1665
784	6052	1657
785	6058	1649
786	6065	1641
787	6072	1633
788	6077	1625
789	6085	1617
790	6091	1609
791	6097	1601
792	6103	1593
793	6109	1585
794	6118	1577
795	6124	1569
796	6130	1561
797	6136	1553
798	6142	1545
799	6149	1537
800	6155	1529
801	6161	1521
802	6167	1513
803	6175	1505
804	6186	1498
805	6199	1492
806	6208	1484
807	6216	1477
808	6222	1469
809	6228	1461
810	6234	1452
811	6241	1445
812	6247	1436
813	6253	1428
814	6259	1420
815	6265	1412
816	6271	1404
817	6280	1397
818	6286	1389
819	6292	1381
820	6298	1373
821	6304	1365
822	6313	1357
823	6319	1349
824	6325	1341
825	6331	1333
826	6336	1325
827	6344	1317
828	6351	1310
829	6357	1302
830	6363	1294
831	6369	1286
832	6375	1278
833	6381	1270
834	6387	1262
835	6393	1254
836	6401	1246
837	6411	1239
838	6418	1231
839	6425	1223
840	6430	1215
841	6437	1207
842	6444	1200
843	6450	1192
844	6455	1184
845	6463	1176
846	6471	1168
847	6478	1161
848	6484	1153
849	6490	1145
850	6496	1137
851	6503	1129
852	6508	1121
853	6514	1113
854	6520	1105
855	6526	1097
856	6531	1089
857	6538	1082
858	6545	1074
859	6552	1066
860	6558	1058
861	6563	1050
862	6571	1043
863	6577	1035
864	6583	1027
865	6589	1019
866	6595	1011
867	6604	1004
868	6612	996
869	6620	989
870	6627	981
871	6634	973
872	6641	966
873	6646	958
874	6653	950
875	6658	942
876	6665	934
877	6670	926
878	6676	919
879	6682	911
880	6689	903
881	6698	896
882	6706	888
883	6712	880
884	6718	873
885	6724	865
886	6731	857
887	6737	849
888	6743	842
889	6749	834
890	6755	826
891	6762	818
892	6768	811
893	6774	803
894	6780	795
895	6785	787
896	6791	779
897	6798	772
898	6806	764
899	6814	757
900	6820	749
901	6827	741
902	6834	734
903	6839	726
904	6845	718
905	6851	710
906	6857	703
907	6865	695
908	6871	687
909	6877	680
910	6883	672
911	6889	664
912	6896	657
913	6902	649
914	6908	641
915	6914	634
916	6920	626
917	6926	618
918	6932	611
919	6937	603
920	6943	595
921	6949	587
922	6954	580
923	6961	572
924	6966	564
925	6972	557
926	6979	549
927	6985	542
928	6994	534
929	7000	526
930	7008	519
931	7015	511
932	7026	504
933	7035	497
934	7042	489
935	7049	482
936	7056	474
