iter	MultiClass
145	0.943552707
146	0.9430046525
147	0.9421062786
148	0.9411505332
149	0.9406010647
150	0.9401660395
151	0.9395498762
152	0.9385672549
153	0.9373949499
154	0.9366592237
155	0.9360132785
156	0.9353522613
157	0.9348573966
158	0.9341914468
159	0.9332918398
160	0.932861154
161	0.9323781492
162	0.9319474617
163	0.9309411562
164	0.9302432657
165	0.9295529649
166	0.9290338333
167	0.928559001
168	0.9280316976
169	0.9273780347
170	0.9266586345
171	0.925853848
172	0.9251274454
173	0.9245593476
174	0.9242939934
175	0.9237208612
176	0.9229983188
177	0.9222785114
178	0.9216849602
179	0.9209977361
180	0.920067231
181	0.9193044779
182	0.9188555898
183	0.9182212079
184	0.9177433472
185	0.9171331967
186	0.9165742292
187	0.9160063123
188	0.9155793025
189	0.9150110352
190	0.9146017937
191	0.9140320016
192	0.9131591312
193	0.9125959548
194	0.9119243358
195	0.9115345202
196	0.9110162191
197	0.9104958767
198	0.9100587105
199	0.9094454167
200	0.9089414807
201	0.9082223467
202	0.9077019344
203	0.9067445365
204	0.9061251276
205	0.9052448142
206	0.9047494461
207	0.9038724189
208	0.9035395549
209	0.903101268
210	0.9024927775
211	0.9018781231
212	0.9014471633
213	0.9009691898
214	0.900557948
215	0.8998924374
216	0.8994073704
217	0.8989099789
218	0.8983287407
219	0.8977480383
220	0.8973722958
221	0.8967403586
222	0.8964319464
223	0.8959365546
224	0.8953874524
225	0.8948193936
226	0.8942004041
227	0.8935804659
228	0.893066649
229	0.8926392786
230	0.8921397021
231	0.8919281292
232	0.8913660158
233	0.8907236344
234	0.8903409024
235	0.8898782762
236	0.8895385498
237	0.8890772974
238	0.8886392804
239	0.8878740678
240	0.8873375705
241	0.8867249155
242	0.886272146
243	0.8855156865
244	0.884914106
245	0.8843998348
246	0.8838260857
247	0.8832592432
248	0.8828104685
249	0.882200601
250	0.8817236838
251	0.8812675724
252	0.8804417024
253	0.8796488619
254	0.8793210018
255	0.8786101838
256	0.8783219438
257	0.8777914093
258	0.8773335034
259	0.8765782555
260	0.876028409
261	0.8756401644
262	0.8752617383
263	0.8749102676
264	0.8744502894
265	0.8741750044
266	0.8738540144
267	0.8729871181
268	0.8720707724
269	0.8716147094
270	0.8712889624
271	0.8708791153
272	0.8703961722
273	0.869907701
274	0.8691683834
275	0.8687420987
276	0.8684208303
277	0.868088225
278	0.8674923132
279	0.8667717772
280	0.8661337549
281	0.8658863031
282	0.8653195547
283	0.8644073245
284	0.8639261777
285	0.863617642
286	0.863307111
287	0.8628420076
288	0.8624855093
289	0.8622169441
290	0.8614437438
291	0.8607975189
292	0.8602465803
293	0.8597270917
294	0.8592875625
295	0.8589665396
296	0.8585005102
297	0.8579738225
298	0.8574019776
299	0.8571329889
300	0.8563925707
301	0.856001951
302	0.8557562722
303	0.8552333673
304	0.8545305365
305	0.8539896403
306	0.8535837188
307	0.8531206449
308	0.8523511734
309	0.851791259
310	0.8514944227
311	0.8508427305
312	0.8503811916
313	0.8500479978
314	0.849554336
315	0.8491493478
316	0.8488880117
317	0.8484837152
318	0.8479392739
319	0.8476291099
320	0.8469616441
321	0.8465832508
322	0.8459453403
323	0.845606231
324	0.845083791
325	0.8445173178
326	0.8438768823
327	0.8435042279
328	0.8430923513
329	0.8425107926
330	0.842086311
331	0.8415927102
332	0.8411689823
333	0.8408936776
334	0.840418156
335	0.8398391323
336	0.8393655877
337	0.8387670965
338	0.8381126156
339	0.8374983863
340	0.8368346948
341	0.836246977
342	0.8355425931
343	0.8353372858
344	0.8345765007
345	0.8339124705
346	0.8335407278
347	0.8330856039
348	0.8327007464
349	0.8321987649
350	0.8316717839
351	0.8311087822
352	0.8305192552
353	0.8300523396
354	0.8294323536
355	0.8288502634
356	0.82851815
357	0.8282333248
358	0.8279045654
359	0.8275321909
360	0.8269420676
361	0.8266495999
362	0.8264079162
363	0.8260748663
364	0.8258100273
365	0.8253268372
366	0.8250094309
367	0.8245396431
368	0.8242006794
369	0.8239140905
370	0.8237207359
371	0.8234420268
372	0.8231115197
373	0.8225856669
374	0.8224328284
375	0.8220856791
376	0.8214091771
377	0.8211260001
378	0.8205135211
379	0.8201486747
380	0.8199969511
381	0.8195023111
382	0.8188398525
383	0.8183981332
384	0.818144924
385	0.817834264
386	0.8171599003
387	0.8166676826
388	0.8165013151
389	0.8159164384
390	0.8155692696
391	0.8148522708
392	0.8144665784
393	0.8141050009
394	0.8133910986
395	0.8129716752
396	0.8125739161
397	0.8122584023
398	0.811948105
399	0.8115144159
400	0.8111483282
401	0.8105775676
402	0.8100303716
403	0.8098260115
404	0.8094622934
405	0.8091297247
406	0.808864487
407	0.8086440771
408	0.8082570315
409	0.8080202985
410	0.8077847712
411	0.8073141144
412	0.8067764344
413	0.8063050015
414	0.8058437058
415	0.8056063916
416	0.80524523
417	0.8049562553
418	0.8042627941
419	0.8037314946
420	0.8032757938
421	0.8029574615
422	0.8027515267
423	0.8019517944
424	0.8017718639
425	0.8014114412
426	0.800697911
427	0.8004562574
428	0.8000924722
429	0.7997184798
430	0.7993145358
431	0.7990099969
432	0.7985701403
433	0.7978865332
434	0.7976013335
435	0.797334255
436	0.7970959357
437	0.7965681442
438	0.7960347383
439	0.7956109242
440	0.7953425009
441	0.7951088434
442	0.7947363914
443	0.7943771644
444	0.793903806
445	0.7936579146
446	0.793422469
447	0.7928829195
448	0.7925388302
449	0.7920638879
450	0.7916932092
451	0.7911797506
452	0.7907015403
453	0.7903871242
454	0.7897372669
455	0.7893055946
456	0.7890283874
457	0.788775839
458	0.7885782119
459	0.7880782047
460	0.7878350098
461	0.7876208805
462	0.7872221291
463	0.7868009282
464	0.7864594768
465	0.786185971
466	0.7856907295
467	0.7850868341
468	0.7845128185
469	0.7843682634
470	0.7839922802
471	0.7837777604
472	0.7832939676
473	0.782876258
474	0.7825672064
475	0.7820496457
476	0.781659509
477	0.7811600519
478	0.7807809321
479	0.7804671252
480	0.7800849099
481	0.7795573444
482	0.7792013326
483	0.7788085632
484	0.7783506851
485	0.7778682399
486	0.777482465
487	0.7770279786
488	0.7766168623
489	0.7762712832
490	0.7759919929
491	0.775724731
492	0.7753980302
493	0.7751832624
494	0.7746806989
495	0.7744468284
496	0.7739252296
497	0.7733526662
498	0.7731266086
499	0.7726086417
500	0.772155088
501	0.7715617591
502	0.7711314027
503	0.7708424458
504	0.7703811474
505	0.7699776241
506	0.7697181023
507	0.7692043734
508	0.7688090024
509	0.7685902789
510	0.7683062559
511	0.7681342891
512	0.7679099112
513	0.7675759379
514	0.7669817279
515	0.766692672
516	0.766248901
517	0.7659454472
518	0.7654828577
519	0.7650577839
520	0.7647225455
521	0.7644101835
522	0.7641403627
523	0.7638229188
524	0.7634187828
525	0.7631581633
526	0.762941508
527	0.7625137016
528	0.7620164705
529	0.7615170679
530	0.761093862
531	0.7607467397
532	0.7605044193
533	0.7601306458
534	0.7598148704
535	0.7595223807
536	0.7593002971
537	0.7587507284
538	0.7583166775
539	0.7580805927
540	0.7577901114
541	0.7576460603
542	0.7572720152
543	0.7569580308
544	0.7565597734
545	0.7562415478
546	0.7559240697
547	0.7556139507
548	0.7553825805
549	0.7547982963
550	0.7546574456
551	0.7543481671
552	0.7541388918
553	0.7537630929
554	0.753516049
555	0.7530689686
556	0.7528502073
557	0.7522384505
558	0.7517711469
559	0.7515002073
560	0.7511094693
561	0.7505719606
562	0.7502028813
563	0.7501042959
564	0.7498423829
565	0.749499487
566	0.7493000601
567	0.7486890519
568	0.7484716242
569	0.7478657681
570	0.7476531341
571	0.7471653417
572	0.746859558
573	0.7464323723
574	0.7460904244
575	0.7454329605
576	0.7450291453
577	0.7447647181
578	0.7445152676
579	0.7442184876
580	0.7440349867
581	0.7435741731
582	0.7431896373
583	0.7429172846
584	0.7425537932
585	0.7422536189
586	0.7419586413
587	0.7416328541
588	0.7413618086
589	0.741043677
590	0.740735479
591	0.7405325389
592	0.7401711451
593	0.7396528283
594	0.7394343747
595	0.7392545852
596	0.7388720941
597	0.7383610618
598	0.7378762503
599	0.7376075891
600	0.7371842312
601	0.7367016032
602	0.7363779088
603	0.7359978221
604	0.7357087136
605	0.7356015593
606	0.7352919002
607	0.7350999332
608	0.7349575424
609	0.7344646185
610	0.7341529628
611	0.7338886876
612	0.7336671792
613	0.7332784863
614	0.7331518331
615	0.7328477605
616	0.7327006743
617	0.7322898162
618	0.7320671402
619	0.731813338
620	0.7315623578
621	0.7313087632
622	0.7308092337
623	0.7305244344
624	0.7300757565
625	0.7299130801
626	0.729702539
627	0.729428118
628	0.7290778027
629	0.7288050146
630	0.7286901251
631	0.7283457728
632	0.7281216663
633	0.7278499909
634	0.7277240852
635	0.727469183
636	0.7272049842
637	0.7267817993
638	0.7262944136
639	0.7258289524
640	0.7255591105
641	0.7252787245
642	0.7249052532
643	0.7246105347
644	0.7242079623
645	0.7239367687
646	0.7235939854
647	0.7233485849
648	0.7231627153
649	0.7230184097
650	0.7227439863
651	0.7225207569
652	0.7220774099
653	0.7218455086
654	0.7215461887
655	0.7213501956
656	0.7210280253
657	0.7207248919
658	0.7202725279
659	0.7200987202
660	0.7196778759
661	0.7193657317
662	0.7192353404
663	0.7190675097
664	0.7188565737
665	0.7186000097
666	0.7182434759
667	0.717682383
668	0.7173768514
669	0.7171239024
670	0.7166133209
671	0.716496572
672	0.7162954185
673	0.7161089164
674	0.7158838647
675	0.7155981068
676	0.7154561057
677	0.7150265394
678	0.7145884578
679	0.7143736737
680	0.7139070966
681	0.7137400631
682	0.71339387
683	0.7130791455
684	0.7127154106
685	0.712431001
686	0.7121970086
687	0.7120287271
688	0.7118170898
689	0.7116547846
690	0.7113076498
691	0.7109796032
692	0.7106347824
693	0.7102763648
694	0.7099039716
695	0.7096379688
696	0.7094312976
697	0.7091000832
698	0.7088855218
699	0.7087470647
700	0.7083905335
701	0.7080402032
702	0.7078152746
703	0.7075231693
704	0.7073503921
705	0.7068454693
706	0.7065847759
707	0.7062473664
708	0.7059222598
709	0.7057769488
710	0.7055442724
711	0.7051835914
712	0.7049441912
713	0.7047303785
714	0.7043696099
715	0.7040978477
716	0.7037303546
717	0.7034781363
718	0.7032595957
719	0.7029606604
720	0.7025855887
721	0.7022936375
722	0.7020858574
723	0.7018048751
724	0.7014567632
725	0.7010413225
726	0.7008053265
727	0.7005410588
728	0.700263421
729	0.7000254901
730	0.699690933
731	0.6995286596
732	0.6992751093
733	0.698920377
734	0.6988184851
735	0.6985678933
736	0.6980264965
737	0.6977825832
738	0.6972651096
739	0.6969257511
740	0.6966511442
741	0.696424806
742	0.6960432947
743	0.6956448003
744	0.6954611741
745	0.6951951699
746	0.6950104363
747	0.6947825809
748	0.6945736417
749	0.6943907038
750	0.6941261774
751	0.6938519299
752	0.6937218463
753	0.6935091185
754	0.6932149952
755	0.6928242621
756	0.6926311594
757	0.6925230231
758	0.6923408229
759	0.6922242747
760	0.6918866487
761	0.691599897
762	0.6914048996
763	0.6911926851
764	0.6907805704
765	0.6904392962
766	0.6902572512
767	0.6899325375
768	0.6896736458
769	0.6894007756
770	0.6891942814
771	0.6889160512
772	0.6886399814
773	0.6883921842
774	0.688270837
775	0.6880070074
776	0.6876567916
777	0.6874715573
778	0.6872361392
779	0.6868775221
780	0.6865703086
781	0.6862597704
782	0.6860189342
783	0.6857605522
784	0.6854178897
785	0.685192791
786	0.6850162991
787	0.6848328124
788	0.6844245266
789	0.6841971796
790	0.6838198859
791	0.6835651869
792	0.6833072643
793	0.6829929985
794	0.6827414309
795	0.6824018177
796	0.6820171633
797	0.6818181428
798	0.6816841493
799	0.6815222393
800	0.6812196141
801	0.6811000905
802	0.6806602132
803	0.6805307929
804	0.6802163176
805	0.6798698096
806	0.6795870614
807	0.6793779862
808	0.6790327882
809	0.6786132654
810	0.6782417497
811	0.6781618936
812	0.6780168045
813	0.6778973696
814	0.6776000174
815	0.6772424024
816	0.6769657628
817	0.6767986603
818	0.6764297021
819	0.6761237344
820	0.675823727
821	0.6755465513
822	0.6752668718
823	0.6751561401
824	0.6746792362
825	0.6742629013
826	0.6740937433
827	0.6737722696
828	0.6735313521
829	0.6732405093
830	0.6731565273
831	0.6729407298
832	0.6727474969
833	0.672416728
834	0.6722337885
835	0.6718522355
836	0.671484689
837	0.6712467602
838	0.6711007232
839	0.6708106268
840	0.6706576676
841	0.6704763574
842	0.6701732612
843	0.6698272295
844	0.6694918617
845	0.6690692413
846	0.6689402544
847	0.6687442253
848	0.668372376
849	0.6681265674
850	0.6678726022
851	0.6676614105
852	0.6674603659
853	0.6671552437
854	0.6667812204
855	0.6664869836
856	0.6660891166
857	0.6659570802
858	0.6657761339
859	0.6655876012
860	0.6652526446
861	0.6648647581
862	0.6646321977
863	0.6642640778
864	0.6639721447
865	0.6638752836
866	0.66353566
867	0.6633349229
868	0.6630448823
869	0.6628818868
870	0.6626768474
871	0.6625810695
872	0.6623597234
873	0.6621436416
874	0.6619911641
875	0.6615944151
876	0.6614081937
877	0.6612633244
878	0.6611276273
879	0.6608327843
880	0.6605853725
881	0.6602348823
882	0.6599229513
883	0.6598201856
884	0.6596790828
885	0.6592742014
886	0.6590315604
887	0.6589274998
888	0.6587600315
889	0.65848506
890	0.6582661401
891	0.6579997248
892	0.657694295
893	0.6573187945
894	0.6569794057
895	0.6567338563
896	0.6566409603
897	0.6564812379
898	0.6561807694
899	0.6558854962
900	0.6556384376
901	0.6553911448
902	0.6552034626
903	0.6550185056
904	0.6547346089
905	0.6545004273
906	0.6543481272
907	0.6541185603
908	0.6539959028
909	0.6538933895
910	0.6536273788
911	0.653505703
912	0.653191057
913	0.6529175795
914	0.6527185911
915	0.6525818319
916	0.652276284
917	0.6520894319
918	0.6518969537
919	0.6516754275
920	0.6515338442
921	0.6513093446
922	0.6510110762
923	0.6508512988
924	0.6507220627
925	0.6505070873
926	0.6501984747
927	0.6499762728
928	0.6497487506
929	0.649453306
930	0.6492982964
931	0.6491470551
932	0.6488331285
933	0.6486838127
934	0.6484144612
935	0.6480707563
936	0.6479615862
937	0.6477702186
938	0.6474546757
939	0.6473143256
940	0.6470503088
941	0.6466525697
942	0.6463258422
943	0.6460731505
944	0.6457995138
945	0.645463292
946	0.6450616023
947	0.6448723278
948	0.6446762857
949	0.6445691225
950	0.6441957068
951	0.6438140079
952	0.6435360658
953	0.6432949217
954	0.6431642969
955	0.642837691
956	0.6425375332
957	0.6422728515
958	0.6420702823
959	0.6419230642
960	0.6417053564
961	0.6414995768
962	0.6412455803
963	0.640994737
964	0.6408338266
965	0.6406121448
966	0.6402460088
967	0.6400825515
968	0.6398625746
969	0.6397188876
970	0.6395703141
971	0.6394401323
972	0.6393099339
973	0.6390988871
974	0.6389538319
975	0.6386662266
976	0.6385048795
977	0.638173567
978	0.6378523394
979	0.6377378136
980	0.6374017551
981	0.6372362503
982	0.6370579262
983	0.6369509085
984	0.6368571021
985	0.6367374022
986	0.6365348943
987	0.6363520184
988	0.6362527732
989	0.6361435556
990	0.6358704351
991	0.6357230226
992	0.6354578362
993	0.6351992937
994	0.6350353333
995	0.6348136557
996	0.6345889104
997	0.6344116006
998	0.6340738675
999	0.6339525393
