iter	Passed	Remaining
841	3706	695
842	3709	690
843	3713	686
844	3716	681
845	3719	677
846	3721	672
847	3725	667
848	3728	663
849	3732	658
850	3735	654
851	3738	649
852	3749	646
853	3755	642
854	3761	637
855	3767	633
856	3772	629
857	3776	625
858	3782	620
859	3785	616
860	3788	611
861	3792	607
862	3795	602
863	3798	597
864	3801	593
865	3804	588
866	3807	584
867	3810	579
868	3813	574
869	3816	570
870	3819	565
871	3822	561
872	3824	556
873	3827	551
874	3830	547
875	3833	542
876	3837	538
877	3840	533
878	3843	529
879	3846	524
880	3849	519
881	3853	515
882	3856	510
883	3858	506
884	3861	501
885	3867	497
886	3871	493
887	3875	488
888	3880	484
889	3885	480
890	3887	475
891	3893	471
892	3897	467
893	3900	462
894	3903	457
895	3907	453
896	3909	448
897	3913	444
898	3916	439
899	3927	436
900	3935	432
901	3943	428
902	3949	424
903	3954	419
904	3961	415
905	3976	412
906	3980	408
907	3990	404
908	3997	400
909	4007	396
910	4012	392
911	4027	388
912	4030	384
913	4042	380
914	4046	375
915	4058	372
916	4061	367
917	4077	364
918	4088	360
919	4092	355
920	4098	351
921	4108	347
922	4113	343
923	4119	338
924	4122	334
925	4129	329
926	4137	325
927	4142	321
928	4150	317
929	4153	312
930	4156	308
931	4158	303
932	4164	299
933	4168	294
934	4171	289
935	4174	285
936	4177	280
937	4180	276
938	4183	271
939	4186	267
940	4188	262
941	4191	258
942	4194	253
943	4197	249
944	4200	244
945	4203	239
946	4206	235
947	4209	230
948	4211	226
949	4214	221
950	4217	217
951	4220	212
952	4225	208
953	4227	203
954	4232	199
955	4234	194
956	4238	190
957	4242	185
958	4244	181
959	4247	176
960	4250	172
961	4254	168
962	4257	163
963	4260	159
964	4263	154
965	4266	150
966	4270	145
967	4274	141
968	4282	136
969	4285	132
970	4294	128
971	4300	123
972	4307	119
973	4315	115
974	4318	110
975	4333	106
976	4340	102
977	4347	97
978	4352	93
979	4366	89
980	4380	84
981	4383	80
982	4399	76
983	4410	71
984	4415	67
985	4429	62
986	4433	58
987	4442	53
988	4447	49
989	4457	45
990	4460	40
991	4463	35
992	4471	31
993	4475	27
994	4477	22
995	4480	17
996	4485	13
997	4488	8
998	4491	4
999	4494	0
